Id,type,Label,corporation,betweenesscentrality,modularity_class,weighted degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality
aves_aa_4R_auth_0977,personne,"lume, konrat",corporation_des_tailleurs,0.000022,3,42,0.035136,4,0.315486,0.349255
aves_aa_4R_auth_0978,personne,"schwende, johanns",corporation_des_pêcheurs,0.000022,3,42,0.035136,4,0.315486,0.349255
aves_aa_4R_auth_0979,personne,"schwende, johanns",corporation_des_pêcheurs,0.000022,3,42,0.035136,4,0.315486,0.349255
aves_aa_4R_auth_0766,personne,"weipolt, adam",corporation_des_crieurs_et_mesureurs_de_vin,0.000021,2,52,0.168644,3,0.427826,0.457317
aves_aa_4R_auth_0767,personne,"gisebrecht, jacob",corporation_des_orfevres,0.000021,2,52,0.168644,3,0.427826,0.457317
aves_aa_4R_auth_0768,personne,"habermüller, claus",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0.000021,2,52,0.168644,3,0.427826,0.457317
aves_aa_4R_auth_0746,personne,"schnell, peter",corporation_des_tonneliers,0.000019,2,56,0.186352,4,0.402454,0.435213
aves_aa_4R_auth_0748,personne,"frankenheim, ludwig",corporation_des_forgerons,0.000019,2,56,0.186352,4,0.402454,0.435213
aves_aa_4R_auth_0756,personne,"dalheim, von, johanns",corporation_des_tonneliers,0.000019,2,54,0.186196,3,0.428012,0.458164
aves_aa_4R_auth_0758,personne,"kannengiesser, ludwig",corporation_des_forgerons,0.000019,2,54,0.186196,3,0.428012,0.458164
aves_aa_4R_auth_0760,personne,"bitsch, konrat",corporation_des_cordonniers,0.000019,2,54,0.186196,3,0.428012,0.458164
aves_aa_4R_auth_0761,personne,"schoffmeiger, claus",corporation_des_regrattiers_cordiers_et_fruitiers,0.000019,2,54,0.186196,3,0.428012,0.458164
aves_aa_4R_auth_0770,personne,"kniebes, claus",corporation_des_forgerons,0.000018,2,52,0.164731,4,0.413272,0.444614
aves_aa_4R_auth_0772,personne,"wirich, claus",corporation_des_jardiniers,0.000018,2,52,0.164731,4,0.413272,0.444614
aves_aa_4R_auth_0773,personne,"molsheim, von, konrat",corporation_des_barbiers_et_baigneurs,0.000018,2,52,0.164731,4,0.413272,0.444614
aves_aa_4R_auth_0855,personne,"riffe, johanns",corporation_des_marchands,0.000017,3,48,0.116668,4,0.376579,0.412602
aves_aa_4R_auth_0859,personne,"mennichin, johanns",corporation_des_pêcheurs,0.000017,3,48,0.116668,4,0.376579,0.412602
aves_aa_4R_auth_0861,personne,"ruhlmann, johanns",corporation_des_charpentiers,0.000017,3,48,0.116668,4,0.376579,0.412602
aves_aa_4R_auth_0881,personne,"dahlheim, anthenie",corporation_des_tonneliers,0.000017,3,48,0.107872,4,0.376867,0.412602
aves_aa_4R_auth_0882,personne,"beger, johanns",corporation_des_gourmets_et_courtiers,0.000017,3,48,0.107872,4,0.376867,0.412602
aves_aa_4R_auth_0883,personne,"schwencker, heinrich",corporation_des_regrattiers_cordiers_et_fruitiers,0.000017,3,48,0.107872,4,0.376867,0.412602
aves_aa_4R_auth_0829,personne,"zabern, von, ulrich",corporation_des_gourmets_et_courtiers,0.000016,2,48,0.139781,3,0.414316,0.443598
aves_aa_4R_auth_0831,personne,"wolffach, konrat",corporation_des_cordonniers,0.000016,2,48,0.139781,3,0.414316,0.443598
aves_aa_4R_auth_0833,personne,"sivester, johanns",corporation_des_maçons,0.000016,2,48,0.139781,3,0.414316,0.443598
aves_aa_4R_auth_0870,personne,"hohenburg, von, götze",corporation_des_drapiers,0.000014,3,48,0.098206,4,0.374429,0.409383
aves_aa_4R_auth_0871,personne,"frankfurt, von, johanns",corporation_des_orfevres,0.000014,3,48,0.098206,4,0.374429,0.409383
aves_aa_4R_auth_0873,personne,"müller, heinrich",corporation_des_tailleurs,0.000014,3,48,0.098206,4,0.374429,0.409383
aves_aa_4R_auth_0878,personne,"wile, von, konrat",corporation_des_tisserands,0.000014,3,48,0.098206,4,0.374429,0.409383
aves_aa_4R_auth_0879,personne,"morsmünster, von, peter",corporation_des_charpentiers,0.000014,3,48,0.098206,4,0.374429,0.409383
aves_aa_4R_auth_0731,personne,"ehenheim, von, veltin",corporation_des_drapiers,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0732,personne,"ziegler, claus",corporation_des_maçons,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0733,personne,"hennenberg, diebolt",corporation_des_cordonniers,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0734,personne,"schiesel, peter",corporation_des_barbiers_et_baigneurs,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0736,personne,"dalheim, von, johanns",corporation_des_gourmets_et_courtiers,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0737,personne,"klige, konrat",corporation_des_constructeurs_de_bateaux,0.000013,2,56,0.183143,3,0.417834,0.448679
aves_aa_4R_auth_0852,personne,"meiger, johanns",corporation_des_barbiers_et_baigneurs,0.000013,3,48,0.115173,4,0.376291,0.410569
aves_aa_4R_auth_0854,personne,"molsheim, von, peter",corporation_des_maçons,0.000013,3,48,0.115173,4,0.376291,0.410569
aves_aa_4R_auth_0810,personne,"sarburg, von, peter",corporation_des_pelletiers,0.000012,2,52,0.147494,4,0.377156,0.415904
aves_aa_4R_auth_0813,personne,"lehmann, martin",corporation_des_pêcheurs,0.000012,2,52,0.147494,4,0.377156,0.415904
aves_aa_4R_auth_0814,personne,"spiess, hilarius",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0.000012,2,52,0.147494,4,0.377156,0.415904
aves_aa_4R_auth_0846,personne,"andlau, von, peter",corporation_des_orfevres,0.000012,3,48,0.123968,4,0.374714,0.409383
aves_aa_4R_auth_0847,personne,"duntzenheim, claus",corporation_des_tanneurs,0.000012,3,48,0.123968,4,0.374714,0.409383
aves_aa_4R_auth_0851,personne,"peter, mathis",corporation_des_pêcheurs,0.000012,3,48,0.123968,4,0.374714,0.409383
aves_aa_4R_auth_0886,personne,"burggraf, wirich",corporation_des_pêcheurs,0.000012,3,48,0.107665,4,0.368677,0.405742
aves_aa_4R_auth_0888,personne,"mornhinweg, johanns",corporation_des_tisserands,0.000012,3,48,0.107665,4,0.368677,0.405742
aves_aa_4R_auth_0907,personne,"meiger, johanns",corporation_des_cabaretiers,0.000012,3,40,0.07241,4,0.371742,0.404133
aves_aa_4R_auth_0908,personne,"renner, peter",corporation_des_drapiers,0.000012,3,40,0.07241,4,0.371742,0.404133
aves_aa_4R_auth_0909,personne,"pfutzer, claus",corporation_des_pelletiers,0.000012,3,40,0.07241,4,0.371742,0.404133
aves_aa_4R_auth_0910,personne,"hug, peter",corporation_des_tailleurs,0.000012,3,40,0.07241,4,0.371742,0.404133
aves_aa_4R_auth_0894,personne,"duntzenheim, von, konrat",corporation_des_cabaretiers,0.000011,3,40,0.071188,4,0.336525,0.373899
aves_aa_4R_auth_0896,personne,"pfarrer, heinrich",corporation_des_orfevres,0.000011,3,40,0.071188,4,0.336525,0.373899
aves_aa_4R_auth_0919,personne,"burnherr, arbogast",corporation_des_pelletiers,0.000011,3,40,0.067698,4,0.332995,0.370173
aves_aa_4R_auth_0920,personne,"volk, diebolt",corporation_des_pêcheurs,0.000011,3,40,0.067698,4,0.332995,0.370173
aves_aa_4R_auth_0925,personne,"brümath, von, johanns",corporation_des_drapiers,0.000008,3,40,0.070076,4,0.363771,0.397358
aves_aa_4R_auth_0930,personne,"krebs, peter",corporation_des_charrons,0.000008,3,40,0.070076,4,0.363771,0.397358
aves_aa_4R_auth_0002,personne,"colmar, von, hannemann",corporation_des_marchands,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0003,personne,"gerung,",corporation_des_boulangers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0004,personne,"rotschilt, wilhelm",corporation_des_bouchers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0006,personne,"schott, claus",corporation_des_tonneliers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0008,personne,sigel,corporation_des_cabaretiers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0010,personne,andres,corporation_des_forgerons,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0011,personne,"gumbrecht, von, diebolt",corporation_des_tailleurs,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0012,personne,"boppe, küntz",corporation_des_bateliers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0013,personne,"tummeler, dietrich",corporation_des_charpentiers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0019,personne,"nattener, andres",corporation_des_jardiniers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0021,personne,heintz,corporation_des_barbiers_et_baigneurs,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0023,personne,"ingenheim, von, claus",corporation_des_tisserands,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0026,personne,"hagenau, von, peter",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.055428,5,0.36648,0.402304
aves_aa_4R_auth_0035,personne,"langneffe, johanns",corporation_des_tonneliers,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0040,personne,heilmann,corporation_des_tailleurs,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0042,personne,"seelose, heintz",corporation_des_charpentiers,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0044,personne,"beildeck, fritsch",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0045,personne,christian,corporation_des_cordonniers,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0046,personne,"henneckin, claus",corporation_des_orfevres,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0047,personne,"rhinau, andres",corporation_des_marchands_de_grains,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0048,personne,"stacheler, johanns",corporation_des_jardiniers,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0049,personne,stoffelus,corporation_des_pêcheurs,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0054,personne,"wigang,",corporation_des_charrons,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0055,personne,"kleinhanns, diethmar",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0056,personne,"kornbick, claus",corporation_des_coltineurs_de_tonneaux,0,0,28,0.062078,5,0.363905,0.399001
aves_aa_4R_auth_0060,personne,küntz,corporation_des_boulangers,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0061,personne,"färber, johanns",corporation_des_drapiers,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0062,personne,"heinrich, johanns",corporation_des_tonneliers,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0063,personne,"stumpf, heintz",corporation_des_tanneurs,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0064,personne,"bergheim, johanns",corporation_des_maçons,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0068,personne,"schultheiss, küntz",corporation_des_cordonniers,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0069,personne,"klammann, andres",corporation_des_orfevres,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0070,personne,"rickersheim, küntz",corporation_des_marchands_de_grains,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0071,personne,"bock, johanns",corporation_des_jardiniers,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0072,personne,"lamb, hensel",corporation_des_pêcheurs,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0077,personne,"steck, johanns",corporation_des_charrons,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0080,personne,"altheim, claus",corporation_des_constructeurs_de_bateaux,0,0,28,0.052245,5,0.354978,0.388753
aves_aa_4R_auth_0084,personne,"armbruster, obrecht",corporation_des_drapiers,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0085,personne,"küntzlin, diethmar",corporation_des_tonneliers,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0086,personne,"kirwiller, von, gerbot",corporation_des_tanneurs,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0089,personne,"lorer, hermann",corporation_des_forgerons,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0090,personne,"miltenberg, johanns",corporation_des_tailleurs,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0091,personne,"vogt, johanns",corporation_des_charpentiers,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0092,personne,"beildeck, jacob",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0094,personne,"waltenheim, johanns",corporation_des_orfevres,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0100,personne,"wecker, jeckel",corporation_des_tisserands,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0101,personne,"nesselbach, erhart",corporation_des_gourmets_et_courtiers,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0103,personne,"altheim, jacob",corporation_des_constructeurs_de_bateaux,0,0,28,0.0696,4,0.395022,0.426914
aves_aa_4R_auth_0104,personne,"friedel, lauwel",corporation_des_bouchers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0105,personne,"wingersheim, peter",corporation_des_drapiers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0106,personne,"kammerer, johanns",corporation_des_tonneliers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0108,personne,"lorer, johanns",corporation_des_forgerons,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0109,personne,"menniger, johanns",corporation_des_tailleurs,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0110,personne,"kacheler, johanns",corporation_des_bateliers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0111,personne,"mönchelin, johanns",corporation_des_pelletiers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0112,personne,"oberkirch, von, lauwel",corporation_des_charpentiers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0118,personne,"girbaden, hensel",corporation_des_gourmets_et_courtiers,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0119,personne,reinhart,corporation_des_charrons,0,0,28,0.065938,5,0.367576,0.40332
aves_aa_4R_auth_0124,personne,"weissgerber, fritsch",corporation_des_tanneurs,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0126,personne,"hagenau, von, erhart",corporation_des_maçons,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0127,personne,"stegemann, eberhart",corporation_des_forgerons,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0132,personne,"wintzler, peter",corporation_des_jardiniers,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0134,personne,"messerer, claus",corporation_des_sauniers,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0135,personne,"frei, uhlmann",corporation_des_tisserands,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0136,personne,"fritschmann, hug",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.086376,4,0.392658,0.426829
aves_aa_4R_auth_0138,personne,"gerter, küntz",corporation_des_boulangers,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0141,personne,"kindelin, mewus",corporation_des_maçons,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0147,personne,"grossstein, johanns",corporation_des_jardiniers,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0148,personne,"stollhofen, hensel",corporation_des_barbiers_et_baigneurs,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0150,personne,"gosse, peter",corporation_des_charrons,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0151,personne,"seiler, peter",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0152,personne,"dürningen, von, johanns",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,27,0.074712,4,0.398058,0.427337
aves_aa_4R_auth_0153,personne,"leimer, heinrich",corporation_des_marchands,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0155,personne,"bergheim, von, johanns",corporation_des_maçons,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0156,personne,"gast, ludwig",corporation_des_forgerons,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0159,personne,"vogt, johanns",corporation_des_pelletiers,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0162,personne,"rotenschilt, zum, wolff",corporation_des_marchands_de_grains,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0164,personne,"marlen, peter",corporation_des_tisserands,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0168,personne,"nordhausen, johanns",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.071795,4,0.396295,0.426067
aves_aa_4R_auth_0171,personne,"michelin, johanns",corporation_des_pelletiers,0,0,28,0.102903,4,0.407453,0.437331
aves_aa_4R_auth_0172,personne,"beildeck, jeckel",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.102903,4,0.407453,0.437331
aves_aa_4R_auth_0173,personne,"düpigheim, johanns",corporation_des_jardiniers,0,0,28,0.102903,4,0.407453,0.437331
aves_aa_4R_auth_0175,personne,johanns,corporation_des_barbiers_et_baigneurs,0,0,28,0.102903,4,0.407453,0.437331
aves_aa_4R_auth_0178,personne,"dürninger, johanns",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.102903,4,0.407453,0.437331
aves_aa_4R_auth_0179,personne,"herrhorn, zum, thoman",corporation_des_tonneliers,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0180,personne,"mommenheim, von, johanns",corporation_des_cabaretiers,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0183,personne,"mahler, hermann",corporation_des_orfevres,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0184,personne,"bere, hensel",corporation_des_marchands_de_grains,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0185,personne,"hertzog, johanns",corporation_des_jardiniers,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0186,personne,"gauch, johanns",corporation_des_pêcheurs,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0187,personne,"scherer, rudolff",corporation_des_barbiers_et_baigneurs,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0189,personne,"wachsmann, zum, fritsch",corporation_des_gourmets_et_courtiers,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0190,personne,"dreitzehn, reimbolt",corporation_des_charrons,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0191,personne,"burkhart, riffe",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.089968,4,0.405439,0.437754
aves_aa_4R_auth_0197,personne,"ammeister, johanns",corporation_des_maçons,0,0,28,0.075932,5,0.373576,0.409756
aves_aa_4R_auth_0199,personne,"schwert, johanns",corporation_des_tailleurs,0,0,28,0.075932,5,0.373576,0.409756
aves_aa_4R_auth_0202,personne,"merckwiller, küntz",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.075932,5,0.373576,0.409756
aves_aa_4R_auth_0209,personne,"spitznagel, johanns",corporation_des_constructeurs_de_bateaux,0,0,28,0.075932,5,0.373576,0.409756
aves_aa_4R_auth_0210,personne,"wibolsheim, johanns",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.075932,5,0.373576,0.409756
aves_aa_4R_auth_0211,personne,"hermann, jacob",corporation_des_boulangers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0212,personne,"berse, johanns",corporation_des_bouchers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0214,personne,"mommenheim, johanns",corporation_des_cabaretiers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0215,personne,"kacheler, anthenie",corporation_des_maçons,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0216,personne,"armbruster, johanns",corporation_des_bateliers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0218,personne,"kenen, zur, jeckel",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0220,personne,"zender, johanns",corporation_des_jardiniers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0221,personne,"scherer, walther",corporation_des_barbiers_et_baigneurs,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0225,personne,"tuchscherer, ottemann",corporation_des_drapiers,0,0,28,0.083108,4,0.403444,0.433266
aves_aa_4R_auth_0226,personne,"voltz,",corporation_des_marchands,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0227,personne,"willgottheim, johanns",corporation_des_tonneliers,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0230,personne,"jeckelin, symont",corporation_des_charpentiers,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0231,personne,"rawensburg, johanns",corporation_des_cordonniers,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0233,personne,"brüchelin, claus",corporation_des_pêcheurs,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0235,personne,"wurant, rudolff",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0236,personne,"lampertheim, von, peter",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,27,0.092365,4,0.413967,0.443259
aves_aa_4R_auth_0238,personne,"nussmann, peter",corporation_des_drapiers,0,0,28,0.08203,5,0.377735,0.414668
aves_aa_4R_auth_0239,personne,"heimburg, küntz",corporation_des_tonneliers,0,0,28,0.08203,5,0.377735,0.414668
aves_aa_4R_auth_0241,personne,"dannenfels, johanns",corporation_des_cabaretiers,0,0,28,0.08203,5,0.377735,0.414668
aves_aa_4R_auth_0246,personne,"bock, ludwig",corporation_des_jardiniers,0,0,28,0.08203,5,0.377735,0.414668
aves_aa_4R_auth_0249,personne,"kutteltzheim, michel",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.08203,5,0.377735,0.414668
aves_aa_4R_auth_0251,personne,"rüllin,",corporation_des_marchands,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0256,personne,"meiger, heinrich",corporation_des_bateliers,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0260,personne,"ingenheim, küntz",corporation_des_tisserands,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0261,personne,"dolde, bechtolt",corporation_des_gourmets_et_courtiers,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0262,personne,"wernher, claus",corporation_des_charrons,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0263,personne,"giger, claus",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.088372,5,0.386792,0.425
aves_aa_4R_auth_0265,personne,"gerter, konrat",corporation_des_boulangers,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0266,personne,"kerling, claus",corporation_des_bouchers,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0269,personne,"schnipper, claus",corporation_des_forgerons,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0271,personne,"siffermann, riffe",corporation_des_bateliers,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0274,personne,"müntzenberg, heinrich",corporation_des_cordonniers,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0276,personne,"schluch, im, johanns",corporation_des_barbiers_et_baigneurs,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0277,personne,"nothalden, von, heinrich",corporation_des_gourmets_et_courtiers,0,0,28,0.092344,4,0.431768,0.456894
aves_aa_4R_auth_0280,personne,"lampertheim, von, johanns",corporation_des_tonneliers,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0282,personne,"dossenheim, von, hug",corporation_des_cabaretiers,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0284,personne,"waldeck, konrat",corporation_des_tailleurs,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0285,personne,"schnell, johanns",corporation_des_charpentiers,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0286,personne,"risser, claus",corporation_des_orfevres,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0287,personne,"peter, johanns",corporation_des_pêcheurs,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0288,personne,"bader, johanns",corporation_des_barbiers_et_baigneurs,0,0,29,0.09249,5,0.381248,0.419072
aves_aa_4R_auth_0292,personne,"gerbot, küntz",corporation_des_tanneurs,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0293,personne,"honau, von, claus",corporation_des_tailleurs,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0294,personne,"spirer,",corporation_des_pelletiers,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0295,personne,adam,corporation_des_charpentiers,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0296,personne,"pfluger, heintz",corporation_des_cordonniers,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0299,personne,rudolff,corporation_des_barbiers_et_baigneurs,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0302,personne,"kride, heintz",corporation_des_constructeurs_de_bateaux,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0303,personne,"krapp, johanns",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.093919,4,0.407622,0.4375
aves_aa_4R_auth_0304,personne,"pfettisheim, johanns",corporation_des_marchands,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0305,personne,"eckboltzheim, von, claus",corporation_des_cabaretiers,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0306,personne,"leistmann,",corporation_des_tailleurs,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0307,personne,"lang, fritsch",corporation_des_charpentiers,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0309,personne,"pfluger, oberlin",corporation_des_cordonniers,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0312,personne,"risser, konrat",corporation_des_sauniers,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0313,personne,"ingenheim, konrat",corporation_des_tisserands,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0314,personne,"kutteltzheim, michel",corporation_des_gourmets_et_courtiers,0,0,28,0.093465,5,0.385731,0.423814
