Id,type,Label,corporation,betweenesscentrality,modularity_class,weighted degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality
aves_aa_4R_auth_0315,personne,"giger, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.093465,5,0.385731,0.423814
aves_aa_4R_auth_0316,personne,"meiger, claus",corporation_des_drapiers,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0319,personne,"lauwelin, ruhlemann",corporation_des_maçons,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0320,personne,"bülle, johanns",corporation_des_bateliers,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0321,personne,"hugelin,",corporation_des_charpentiers,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0322,personne,"stacheler, claus",corporation_des_marchands_de_grains,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0323,personne,"dreitzehn, diebolt",corporation_des_jardiniers,0,0,28,0.101607,4,0.405272,0.438516
aves_aa_4R_auth_0327,personne,"landolff, jacob",corporation_des_marchands,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0328,personne,"scheubelin, johanns",corporation_des_boulangers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0330,personne,"willgottheim, von, johanns",corporation_des_tonneliers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0331,personne,"dentener, johanns",corporation_des_cabaretiers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0334,personne,"ettenheim, von, claus",corporation_des_bateliers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0338,personne,"nüffer, behremann",corporation_des_marchands_de_grains,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0339,personne,"spete, claus",corporation_des_jardiniers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0340,personne,oswalt,corporation_des_barbiers_et_baigneurs,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0341,personne,"schmerwer, andres",corporation_des_sauniers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0342,personne,"lichtenberg, heinrich",corporation_des_tisserands,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0343,personne,"harrer, oberlin",corporation_des_gourmets_et_courtiers,0,1,28,0.086591,4,0.414665,0.443513
aves_aa_4R_auth_0349,personne,"eckboltzheim, von, johanns",corporation_des_maçons,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0350,personne,"welsch, lienhart",corporation_des_forgerons,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0351,personne,"phye, heintz",corporation_des_bateliers,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0352,personne,"bergheim, von, claus",corporation_des_charpentiers,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0354,personne,"gotzgans, johanns",corporation_des_orfevres,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0355,personne,"frankenheim, von, ottemann",corporation_des_marchands_de_grains,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0356,personne,,corporation_des_barbiers_et_baigneurs,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0359,personne,konrat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.125079,4,0.428012,0.456047
aves_aa_4R_auth_0365,personne,"hirtzfelder, heinrich",corporation_des_pelletiers,0,0,28,0.114702,4,0.422136,0.450627
aves_aa_4R_auth_0368,personne,marx,corporation_des_barbiers_et_baigneurs,0,0,28,0.114702,4,0.422136,0.450627
aves_aa_4R_auth_0370,personne,"kint, heintz",corporation_des_constructeurs_de_bateaux,0,0,28,0.114702,4,0.422136,0.450627
aves_aa_4R_auth_0377,personne,"scheubelin, johanns",corporation_des_charpentiers,0,0,28,0.136105,4,0.462841,0.482808
aves_aa_4R_auth_0378,personne,"grünwalt, jacob",corporation_des_crieurs_et_mesureurs_de_vin,0,0,28,0.136105,4,0.462841,0.482808
aves_aa_4R_auth_0379,personne,"neuwiller, johanns",corporation_des_cordonniers,0,0,28,0.136105,4,0.462841,0.482808
aves_aa_4R_auth_0380,personne,"armbruster, johanns",corporation_des_orfevres,0,0,28,0.136105,4,0.462841,0.482808
aves_aa_4R_auth_0382,personne,"giger, johanns",corporation_des_charrons,0,0,28,0.136105,4,0.462841,0.482808
aves_aa_4R_auth_0383,personne,"heiligenstein, von, behremann",[nan],0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0384,personne,"bauman, walther",[nan],0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0387,personne,"rotschilt, wilhelm",corporation_des_bouchers,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0388,personne,"bischoff, johanns",corporation_des_tonneliers,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0389,personne,"gerbot, konrat",corporation_des_tanneurs,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0390,personne,"siffermann,",corporation_des_maçons,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0394,personne,"egen, claus",corporation_des_jardiniers,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0396,personne,"rohrer, peter",corporation_des_barbiers_et_baigneurs,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0398,personne,"hochfelden, von, walther",corporation_des_gourmets_et_courtiers,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0399,personne,"voltz, küntz",corporation_des_coltineurs_de_tonneaux,0,1,32,0.122708,4,0.433671,0.460874
aves_aa_4R_auth_0401,personne,"ruhlmann, claus",corporation_des_maçons,0,0,28,0.120446,4,0.429882,0.45647
aves_aa_4R_auth_0408,personne,"peter,",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.120446,4,0.429882,0.45647
aves_aa_4R_auth_0409,personne,"voltz, peter",corporation_des_marchands,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0411,personne,"wangen, von, johanns",corporation_des_drapiers,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0415,personne,"regisheim, claus",corporation_des_cordonniers,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0416,personne,"hüter, marx",corporation_des_orfevres,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0417,personne,"bader, oswalt",corporation_des_barbiers_et_baigneurs,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0418,personne,walther,corporation_des_sauniers,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0419,personne,"schindeler, küntz",corporation_des_gourmets_et_courtiers,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0421,personne,"bergheim, von, hug",corporation_des_regrattiers_cordiers_et_fruitiers,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0422,personne,"altheim, küntz",corporation_des_constructeurs_de_bateaux,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0423,personne,"müller, thoman",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,0,28,0.099941,4,0.423044,0.450034
aves_aa_4R_auth_0424,personne,"happmacher, jacob",corporation_des_marchands,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0425,personne,"leimer, heinrich",corporation_des_drapiers,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0427,personne,"dreitzehn, reimbolt",corporation_des_cabaretiers,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0428,personne,"morsmünster, von, claus",corporation_des_maçons,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0429,personne,"gerlach,",corporation_des_forgerons,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0430,personne,"diener, claus",corporation_des_tailleurs,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0431,personne,"dusche, fritsch",corporation_des_charpentiers,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0433,personne,"hühnerer, küntz",corporation_des_marchands_de_grains,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0434,personne,"henneckin, johanns",corporation_des_jardiniers,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0437,personne,"messner, wernher",corporation_des_sauniers,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0439,personne,"dreitzehn, jerge",corporation_des_charrons,0,1,28,0.096255,4,0.418545,0.447239
aves_aa_4R_auth_0442,personne,"seltz, von, johanns",corporation_des_marchands,0,1,28,0.136381,4,0.438503,0.462822
aves_aa_4R_auth_0443,personne,"berse, von, lexius",corporation_des_bouchers,0,1,28,0.136381,4,0.438503,0.462822
aves_aa_4R_auth_0447,personne,sifrit,corporation_des_charpentiers,0,1,28,0.136381,4,0.438503,0.462822
aves_aa_4R_auth_0448,personne,"brant, lauwel",corporation_des_crieurs_et_mesureurs_de_vin,0,1,28,0.136381,4,0.438503,0.462822
aves_aa_4R_auth_0451,personne,"haffener, sixt",corporation_des_gourmets_et_courtiers,0,1,28,0.136381,4,0.438503,0.462822
aves_aa_4R_auth_0454,personne,"bitsch, johanns",corporation_des_tanneurs,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0456,personne,"weinbeck, heinrich",corporation_des_tailleurs,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0457,personne,"desche, heinrich",corporation_des_bateliers,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0458,personne,"kiebel, johanns",corporation_des_orfevres,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0459,personne,"speich, andres",corporation_des_marchands_de_grains,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0461,personne,konrat,corporation_des_barbiers_et_baigneurs,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0462,personne,"binnting, walther",corporation_des_gourmets_et_courtiers,0,0,28,0.122444,4,0.437333,0.463161
aves_aa_4R_auth_0465,personne,"dahlheim, heinrich",corporation_des_tonneliers,0,1,28,0.126074,4,0.41908,0.447747
aves_aa_4R_auth_0466,personne,"bergheim, von, johanns",corporation_des_maçons,0,1,28,0.126074,4,0.41908,0.447747
aves_aa_4R_auth_0467,personne,"leutesheim, johanns",corporation_des_bateliers,0,1,28,0.126074,4,0.41908,0.447747
aves_aa_4R_auth_0468,personne,"hüter, johanns-marx",corporation_des_orfevres,0,1,28,0.126074,4,0.41908,0.447747
aves_aa_4R_auth_0469,personne,"wolff, johanns",corporation_des_barbiers_et_baigneurs,0,1,28,0.126074,4,0.41908,0.447747
aves_aa_4R_auth_0471,personne,"barpfennig, marx",corporation_des_marchands,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0472,personne,"lamperter, johanns",corporation_des_tonneliers,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0473,personne,"kücheler, claus",corporation_des_tanneurs,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0475,personne,"wild,",corporation_des_maçons,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0477,personne,"diebolt, peter",corporation_des_pêcheurs,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0478,personne,"schüffel, heintz",corporation_des_barbiers_et_baigneurs,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0479,personne,"girbaden, johanns",corporation_des_tisserands,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0481,personne,"lang, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0483,personne,"kress, konrat",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,1,28,0.130443,4,0.423044,0.451474
aves_aa_4R_auth_0486,personne,"altheim,",corporation_des_constructeurs_de_bateaux,0,1,28,0.135694,4,0.436557,0.462483
aves_aa_4R_auth_0487,personne,"schlempe, heinrich",corporation_des_marchands,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0489,personne,"lang, claus",corporation_des_tanneurs,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0491,personne,"wile, von, sifrit",corporation_des_tailleurs,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0496,personne,"hebnagel, johanns",corporation_des_tisserands,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0497,personne,"haffener, jacob",corporation_des_gourmets_et_courtiers,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0499,personne,"fuchs, oberlin",corporation_des_coltineurs_de_tonneaux,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0500,personne,ulrich,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,1,28,0.113435,4,0.424504,0.452829
aves_aa_4R_auth_0502,personne,"bösch, bechtolt",corporation_des_maçons,0,1,28,0.141662,4,0.44545,0.46875
aves_aa_4R_auth_0503,personne,"flöss, heinrich",corporation_des_cordonniers,0,1,28,0.141662,4,0.44545,0.46875
aves_aa_4R_auth_0506,personne,michel,corporation_des_barbiers_et_baigneurs,0,1,28,0.141662,4,0.44545,0.46875
aves_aa_4R_auth_0507,personne,"rhinau, johanns",corporation_des_tisserands,0,1,28,0.141662,4,0.44545,0.46875
aves_aa_4R_auth_0509,personne,"brechter, bechtolt",corporation_des_drapiers,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0511,personne,götze,corporation_des_pelletiers,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0517,personne,"sturm, erhart",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0518,personne,sigel,corporation_des_coltineurs_de_tonneaux,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0519,personne,"herrenstein, johanns",corporation_des_constructeurs_de_bateaux,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0520,personne,jacob,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,1,28,0.130542,4,0.432718,0.459096
aves_aa_4R_auth_0522,personne,"bösch, friedrich",corporation_des_maçons,0,1,28,0.131256,4,0.428198,0.454099
aves_aa_4R_auth_0525,personne,"schnabel, heinrich",corporation_des_orfevres,0,1,28,0.131256,4,0.428198,0.454099
aves_aa_4R_auth_0526,personne,"lamprecht, peter",corporation_des_jardiniers,0,1,28,0.131256,4,0.428198,0.454099
aves_aa_4R_auth_0527,personne,"oberkirch, von, johanns",corporation_des_barbiers_et_baigneurs,0,1,28,0.131256,4,0.428198,0.454099
aves_aa_4R_auth_0532,personne,"ernoltzheim, von, claus",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.131256,4,0.428198,0.454099
aves_aa_4R_auth_0534,personne,"ettenheim, von, mathis",corporation_des_boulangers,0,1,28,0.137024,4,0.422862,0.45105
aves_aa_4R_auth_0536,personne,"berner, frantz",corporation_des_bateliers,0,1,28,0.137024,4,0.422862,0.45105
aves_aa_4R_auth_0538,personne,"steinstrasse, an der, khurin",corporation_des_jardiniers,0,1,28,0.137024,4,0.422862,0.45105
aves_aa_4R_auth_0543,personne,"klein, johanns",corporation_des_constructeurs_de_bateaux,0,1,28,0.137024,4,0.422862,0.45105
aves_aa_4R_auth_0547,personne,"lahr, von, mathis",corporation_des_cordonniers,0,1,28,0.145676,4,0.446664,0.469766
aves_aa_4R_auth_0548,personne,"ott, johanns",corporation_des_orfevres,0,1,28,0.145676,4,0.446664,0.469766
aves_aa_4R_auth_0550,personne,"fachmann, claus",corporation_des_pêcheurs,0,1,28,0.145676,4,0.446664,0.469766
aves_aa_4R_auth_0552,personne,"klaumann, claus",corporation_des_gourmets_et_courtiers,0,1,28,0.145676,4,0.446664,0.469766
aves_aa_4R_auth_0558,personne,"berse, von, konrat",corporation_des_bouchers,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0560,personne,"odratzheim, johanns",corporation_des_drapiers,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0561,personne,"issenhausen, von, erhart",corporation_des_tanneurs,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0564,personne,"freiburger, jacob",corporation_des_orfevres,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0565,personne,"hage, walther",corporation_des_pêcheurs,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0567,personne,"schuttern, von, wilhelm",corporation_des_gourmets_et_courtiers,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0568,personne,"gemersheim, von, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.129394,4,0.426343,0.45232
aves_aa_4R_auth_0572,personne,"schmalriem, adolff",corporation_des_orfevres,0,1,28,0.127826,4,0.419795,0.449018
aves_aa_4R_auth_0574,personne,"brümath, von, peter",corporation_des_barbiers_et_baigneurs,0,1,28,0.127826,4,0.419795,0.449018
aves_aa_4R_auth_0576,personne,"hesse, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.127826,4,0.419795,0.449018
aves_aa_4R_auth_0578,personne,"happmacher, andres",corporation_des_marchands,0,1,28,0.131842,3,0.435784,0.460366
aves_aa_4R_auth_0579,personne,"haslach von, mathis",corporation_des_bouchers,0,1,28,0.131842,3,0.435784,0.460366
aves_aa_4R_auth_0582,personne,"lumbart, stefan",corporation_des_bateliers,0,1,28,0.131842,3,0.435784,0.460366
aves_aa_4R_auth_0585,personne,andres,corporation_des_barbiers_et_baigneurs,0,1,28,0.131842,3,0.435784,0.460366
aves_aa_4R_auth_0591,personne,"armbruster, johanns",corporation_des_bateliers,0,1,28,0.142909,3,0.446664,0.469682
aves_aa_4R_auth_0593,personne,"schlettstadt, von, johanns",corporation_des_orfevres,0,1,28,0.142909,3,0.446664,0.469682
aves_aa_4R_auth_0594,personne,"sankt-thoman, walther",corporation_des_barbiers_et_baigneurs,0,1,28,0.142909,3,0.446664,0.469682
aves_aa_4R_auth_0596,personne,"lampertheim, von, ulrich",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,1,28,0.142909,3,0.446664,0.469682
aves_aa_4R_auth_0597,personne,"barpfennig, rudolff",corporation_des_marchands,0,1,29,0.140901,4,0.425238,0.451643
aves_aa_4R_auth_0599,personne,"bellheim, von, claus",corporation_des_forgerons,0,1,29,0.140901,4,0.425238,0.451643
aves_aa_4R_auth_0601,personne,"kriegsheim, claus",corporation_des_marchands_de_grains,0,1,29,0.140901,4,0.425238,0.451643
aves_aa_4R_auth_0602,personne,"pfaffe, johanns",corporation_des_pêcheurs,0,1,29,0.140901,4,0.425238,0.451643
aves_aa_4R_auth_0604,personne,johanns,corporation_des_regrattiers_cordiers_et_fruitiers,0,1,29,0.140901,4,0.425238,0.451643
aves_aa_4R_auth_0606,personne,"sachsen, stefan",corporation_des_marchands,0,1,28,0.127072,3,0.44768,0.470528
aves_aa_4R_auth_0609,personne,"trüchtersheim, von, eberhart",corporation_des_cabaretiers,0,1,28,0.127072,3,0.44768,0.470528
aves_aa_4R_auth_0613,personne,"lusche, claus",corporation_des_pêcheurs,0,1,28,0.127072,3,0.44768,0.470528
aves_aa_4R_auth_0614,personne,"wurtzgarten, johanns",corporation_des_barbiers_et_baigneurs,0,1,28,0.127072,3,0.44768,0.470528
aves_aa_4R_auth_0616,personne,"bellheim, von, jacob",corporation_des_drapiers,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0617,personne,"schnabel, heinrich",corporation_des_tanneurs,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0619,personne,"ganser, michel",corporation_des_maçons,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0621,personne,"götze, johanns",corporation_des_cordonniers,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0623,personne,khurin,corporation_des_jardiniers,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0624,personne,"mönchelin, bernhart",corporation_des_pêcheurs,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0625,personne,"thann, von, johanns",corporation_des_tisserands,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0626,personne,"klammann, oswalt",corporation_des_gourmets_et_courtiers,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0627,personne,"rhein, zum, johanns",corporation_des_charrons,0,1,28,0.126868,4,0.429507,0.454861
aves_aa_4R_auth_0630,personne,"erfurt, von, claus",corporation_des_pelletiers,0,2,28,0.139786,3,0.422318,0.448171
aves_aa_4R_auth_0631,personne,"geispoltzheim, von, wilhelm",corporation_des_charpentiers,0,2,28,0.139786,3,0.422318,0.448171
aves_aa_4R_auth_0632,personne,"zweibrücken, von, johanns",corporation_des_cordonniers,0,2,28,0.139786,3,0.422318,0.448171
aves_aa_4R_auth_0635,personne,"sundheim, michel",corporation_des_pêcheurs,0,2,28,0.139786,3,0.422318,0.448171
aves_aa_4R_auth_0637,personne,"wormser, bernhart",corporation_des_marchands,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0640,personne,"hüss, johanns",corporation_des_tailleurs,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0641,personne,"doppeler, caspar",corporation_des_bateliers,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0643,personne,"löwe, jacob",corporation_des_orfevres,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0644,personne,"schiltigheim, von, andres",corporation_des_barbiers_et_baigneurs,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0646,personne,"hartung, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0647,personne,"ersam, johanns",corporation_des_constructeurs_de_bateaux,0,1,28,0.11741,4,0.412233,0.438601
aves_aa_4R_auth_0649,personne,"waldener, jacob",corporation_des_boulangers,0,2,28,0.137691,3,0.419437,0.445461
aves_aa_4R_auth_0650,personne,"ackerfuss, claus",corporation_des_drapiers,0,2,28,0.137691,3,0.419437,0.445461
aves_aa_4R_auth_0653,personne,"joham, konrat",corporation_des_cordonniers,0,2,28,0.137691,3,0.419437,0.445461
aves_aa_4R_auth_0656,personne,"ammeler, ebelin",corporation_des_pêcheurs,0,2,28,0.137691,3,0.419437,0.445461
aves_aa_4R_auth_0658,personne,"nüger, claus",corporation_des_bouchers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0661,personne,"doppeler, johanns-jerge",corporation_des_bateliers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0662,personne,"münster, heinrich",corporation_des_charpentiers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0663,personne,"wentscher, johanns",corporation_des_cordonniers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0664,personne,"berner, peter",corporation_des_orfevres,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0666,personne,"bülher, johanns",corporation_des_jardiniers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0667,personne,"schiltigheim, andres",corporation_des_barbiers_et_baigneurs,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0668,personne,"ostertag, völtz",corporation_des_sauniers,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0669,personne,"neuenburg, von der, johanns",corporation_des_charrons,0,1,28,0.108832,3,0.411199,0.4375
aves_aa_4R_auth_0670,personne,"frank, johanns",corporation_des_boulangers,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0672,personne,"odratzheim, von, johanns",corporation_des_drapiers,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0674,personne,"barpfennig, rudolff",corporation_des_cabaretiers,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0675,personne,"messerschmit, johanns-erhart",corporation_des_forgerons,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0677,personne,"lohel, burkhart",corporation_des_cordonniers,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0679,personne,"wolff, jerge",corporation_des_barbiers_et_baigneurs,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0680,personne,"gengenbach, von, claus",corporation_des_sauniers,0,2,28,0.114372,4,0.395339,0.421663
aves_aa_4R_auth_0681,personne,"nordhausen, von, johanns",corporation_des_marchands,0,2,28,0.132881,3,0.419437,0.445461
aves_aa_4R_auth_0683,personne,"vetter,",corporation_des_charpentiers,0,2,28,0.132881,3,0.419437,0.445461
aves_aa_4R_auth_0685,personne,"lahr, von, johanns",corporation_des_cordonniers,0,2,28,0.132881,3,0.419437,0.445461
aves_aa_4R_auth_0686,personne,"lamb, bechtolt",corporation_des_pêcheurs,0,2,28,0.132881,3,0.419437,0.445461
aves_aa_4R_auth_0689,personne,"recker, ulrich",corporation_des_gourmets_et_courtiers,0,2,28,0.132881,3,0.419437,0.445461
aves_aa_4R_auth_0692,personne,"stange, erhart",corporation_des_marchands,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0693,personne,"diebolt, johanns",corporation_des_boulangers,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0694,personne,"barre, von, claus",corporation_des_tonneliers,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0695,personne,"renner, claus",corporation_des_drapiers,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0696,personne,"jungeling, heinrich",corporation_des_tailleurs,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0697,personne,"reimbolt, oberlin",corporation_des_cordonniers,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0698,personne,"vendenheim, claus",corporation_des_marchands_de_grains,0,2,28,0.123216,4,0.402948,0.429285
aves_aa_4R_auth_0703,personne,"offenburg, götze",corporation_des_bouchers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0705,personne,"freiburger, jacob",corporation_des_cabaretiers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0706,personne,"bösch, engelhart",corporation_des_maçons,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0707,personne,"ammelung, jacob",corporation_des_bateliers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0708,personne,"weinsacher, erhart",corporation_des_charpentiers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0710,personne,"fergesheim, johanns",corporation_des_orfevres,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0712,personne,"brüchelin,",corporation_des_pêcheurs,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0713,personne,"ernoltzheim, von, claus",corporation_des_sauniers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0714,personne,"bergheim, von, johanns",corporation_des_regrattiers_cordiers_et_fruitiers,0,2,29,0.128191,3,0.419259,0.44563
aves_aa_4R_auth_0716,personne,"rippel, michel",corporation_des_drapiers,0,2,28,0.130714,3,0.415015,0.441226
aves_aa_4R_auth_0719,personne,"graff, johanns",corporation_des_orfevres,0,2,28,0.130714,3,0.415015,0.441226
aves_aa_4R_auth_0721,personne,"dürningen, von, wernher",corporation_des_gourmets_et_courtiers,0,2,28,0.130714,3,0.415015,0.441226
