authority,date,role,represents,represents_in
aves_aa_4R_auth_0317,1421,group_49,group_21,group_01
aves_aa_4R_auth_0317,1444,group_50,,group_21
aves_aa_4R_auth_0315,1421,group_49,group_19,group_01
aves_aa_4R_auth_0315,1433,group_49,group_19,group_01
aves_aa_4R_auth_0315,1441,group_49,group_19,group_01
aves_aa_4R_auth_0315,1444,group_50,,group_19
aves_aa_4R_auth_0314,1421,group_49,group_17,group_01
aves_aa_4R_auth_0314,1423,group_49,group_17,group_01
aves_aa_4R_auth_0314,1431,group_49,group_17,group_01
aves_aa_4R_auth_0314,1433,group_49,group_17,group_01
aves_aa_4R_auth_0314,1436,group_49,group_17,group_01
aves_aa_4R_auth_0314,1439,group_49,group_17,group_01
aves_aa_4R_auth_0314,1443,group_49,group_17,group_01
aves_aa_4R_auth_0314,1446,group_49,group_17,group_01
aves_aa_4R_auth_0314,1450,group_49,group_17,group_01
aves_aa_4R_auth_0314,1444,group_50,,group_17
aves_aa_4R_auth_0312,1421,group_49,group_14,group_01
aves_aa_4R_auth_0312,1433,group_49,group_14,group_01
aves_aa_4R_auth_0312,1441,group_49,group_14,group_01
aves_aa_4R_auth_0312,1447,group_49,group_14,group_01
aves_aa_4R_auth_0312,1444,group_50,,group_14
aves_aa_4R_auth_0311,1421,group_49,group_13,group_01
aves_aa_4R_auth_0311,1425,group_49,group_13,group_01
aves_aa_4R_auth_0311,1435,group_49,group_13,group_01
aves_aa_4R_auth_0311,1437,group_49,group_13,group_01
aves_aa_4R_auth_0311,1440,group_49,group_13,group_01
aves_aa_4R_auth_0311,1442,group_49,group_13,group_01
aves_aa_4R_auth_0311,1446,group_49,group_13,group_01
aves_aa_4R_auth_0311,1450,group_49,group_13,group_01
aves_aa_4R_auth_0311,1454,group_49,group_13,group_01
aves_aa_4R_auth_0311,1444,group_50,,group_13
aves_aa_4R_auth_0309,1421,group_49,group_07,group_01
aves_aa_4R_auth_0309,1435,group_49,group_07,group_01
aves_aa_4R_auth_0309,1438,group_49,group_07,group_01
aves_aa_4R_auth_0309,1444,group_50,group_46,group_07
aves_aa_4R_auth_0305,1420,group_49,group_28,group_01
aves_aa_4R_auth_0305,1434,group_49,group_28,group_01
aves_aa_4R_auth_0305,1441,group_49,group_28,group_01
aves_aa_4R_auth_0305,1445,group_49,group_28,group_01
aves_aa_4R_auth_0305,1444,group_50,,group_28
aves_aa_4R_auth_0268,1417,group_49,group_11,group_01
aves_aa_4R_auth_0268,1420,group_49,group_11,group_01
aves_aa_4R_auth_0268,1426,group_49,group_11,group_01
aves_aa_4R_auth_0268,1429,group_49,group_11,group_01
aves_aa_4R_auth_0268,1431,group_49,group_11,group_01
aves_aa_4R_auth_0268,1433,group_48,,group_01
aves_aa_4R_auth_0268,1435,group_49,group_11,group_01
aves_aa_4R_auth_0268,1437,group_49,group_11,group_01
aves_aa_4R_auth_0268,1439,group_49,group_11,group_01
aves_aa_4R_auth_0268,1441,group_49,group_11,group_01
aves_aa_4R_auth_0268,1443,group_49,group_11,group_01
aves_aa_4R_auth_0268,1444,group_50,group_40,group_11
aves_aa_4R_auth_0262,1416,group_49,group_24,group_01
aves_aa_4R_auth_0262,1428,group_49,group_24,group_01
aves_aa_4R_auth_0262,1448,group_49,group_24,group_01
aves_aa_4R_auth_0262,1450,group_49,group_24,group_01
aves_aa_4R_auth_0262,1444,group_50,group_64,group_24
aves_aa_4R_auth_0261,1416,group_49,group_22,group_01
aves_aa_4R_auth_0261,1424,group_49,group_22,group_01
aves_aa_4R_auth_0261,1429,group_49,group_22,group_01
aves_aa_4R_auth_0261,1436,group_49,group_22,group_01
aves_aa_4R_auth_0261,1444,group_49,group_22,group_01
aves_aa_4R_auth_0261,1449,group_49,group_22,group_01
aves_aa_4R_auth_0261,1453,group_49,group_22,group_01
aves_aa_4R_auth_0261,1458,group_49,group_22,group_01
aves_aa_4R_auth_0261,1459,group_49,group_22,group_01
aves_aa_4R_auth_0261,1466,group_49,group_22,group_01
aves_aa_4R_auth_0261,1467,group_49,group_22,group_01
aves_aa_4R_auth_0261,1472,group_49,group_22,group_01
aves_aa_4R_auth_0261,1473,group_49,group_22,group_01
aves_aa_4R_auth_0261,1444,group_50,group_38,group_22
aves_aa_4R_auth_0256,1416,group_49,group_14,group_01
aves_aa_4R_auth_0256,1443,group_49,group_14,group_01
aves_aa_4R_auth_0256,1444,group_50,,group_14
aves_aa_4R_auth_0254,1416,group_49,group_08,group_01
aves_aa_4R_auth_0254,1420,group_49,group_08,group_01
aves_aa_4R_auth_0254,1427,group_49,group_08,group_01
aves_aa_4R_auth_0254,1440,group_49,group_08,group_01
aves_aa_4R_auth_0254,1444,group_50,,group_08
aves_aa_4R_auth_0253,1416,group_49,group_09,group_01
aves_aa_4R_auth_0253,1425,group_49,group_09,group_01
aves_aa_4R_auth_0253,1431,group_49,group_09,group_01
aves_aa_4R_auth_0253,1439,group_49,group_09,group_01
aves_aa_4R_auth_0253,1445,group_49,group_09,group_01
aves_aa_4R_auth_0253,1448,group_49,group_09,group_01
aves_aa_4R_auth_0253,1444,group_50,,group_09
aves_aa_4R_auth_0245,1415,group_49,group_19,group_01
aves_aa_4R_auth_0245,1429,group_49,group_19,group_01
aves_aa_4R_auth_0245,1436,group_49,group_19,group_01
aves_aa_4R_auth_0245,1442,group_49,group_19,group_01
aves_aa_4R_auth_0245,1449,group_49,group_19,group_01
aves_aa_4R_auth_0245,1444,group_50,,group_19
aves_aa_4R_auth_0238,1415,group_48,,group_01
aves_aa_4R_auth_0238,1417,group_49,group_07,group_01
aves_aa_4R_auth_0238,1419,group_49,group_07,group_01
aves_aa_4R_auth_0238,1421,group_48,,group_01
aves_aa_4R_auth_0238,1422,group_49,group_07,group_01
aves_aa_4R_auth_0238,1424,group_49,group_07,group_01
aves_aa_4R_auth_0238,1426,group_49,group_07,group_01
aves_aa_4R_auth_0238,1428,group_49,group_07,group_01
aves_aa_4R_auth_0238,1430,group_49,group_07,group_01
aves_aa_4R_auth_0238,1433,group_49,group_07,group_01
aves_aa_4R_auth_0238,1436,group_49,group_07,group_01
aves_aa_4R_auth_0238,1444,group_50,group_46,group_07
aves_aa_4R_auth_0225,1414,group_49,group_05,group_01
aves_aa_4R_auth_0225,1437,group_49,group_05,group_01
aves_aa_4R_auth_0225,1444,group_50,group_44,group_05
aves_aa_4R_auth_0224,1413,group_49,group_32,group_01
aves_aa_4R_auth_0224,1444,group_50,group_68,group_32
aves_aa_4R_auth_0222,1413,group_49,group_25,group_01
aves_aa_4R_auth_0222,1418,group_49,group_25,group_01
aves_aa_4R_auth_0222,1430,group_49,group_25,group_01
aves_aa_4R_auth_0222,1434,group_49,group_25,group_01
aves_aa_4R_auth_0222,1440,group_49,group_25,group_01
aves_aa_4R_auth_0222,1446,group_49,group_25,group_01
aves_aa_4R_auth_0222,1444,group_50,,group_25
aves_aa_4R_auth_0208,1412,group_49,group_20,group_01
aves_aa_4R_auth_0208,1426,group_49,group_20,group_01
aves_aa_4R_auth_0208,1434,group_49,group_20,group_01
aves_aa_4R_auth_0208,1444,group_50,group_72,group_20
aves_aa_4R_auth_0193,1411,group_49,group_21,group_01
aves_aa_4R_auth_0193,1417,group_49,group_21,group_01
aves_aa_4R_auth_0193,1422,group_49,group_21,group_01
aves_aa_4R_auth_0193,1426,group_49,group_21,group_01
aves_aa_4R_auth_0193,1434,group_49,group_21,group_01
aves_aa_4R_auth_0193,1438,group_49,group_21,group_01
aves_aa_4R_auth_0193,1442,group_49,group_21,group_01
aves_aa_4R_auth_0193,1444,group_50,,group_21
aves_aa_4R_auth_0188,1411,group_49,group_13,group_01
aves_aa_4R_auth_0188,1417,group_49,group_13,group_01
aves_aa_4R_auth_0188,1426,group_49,group_13,group_01
aves_aa_4R_auth_0188,1429,group_49,group_13,group_01
aves_aa_4R_auth_0188,1433,group_49,group_13,group_01
aves_aa_4R_auth_0188,1436,group_49,group_13,group_01
aves_aa_4R_auth_0188,1438,group_49,group_13,group_01
aves_aa_4R_auth_0188,1444,group_50,,group_13
aves_aa_4R_auth_0179,1410,group_49,group_26,group_01
aves_aa_4R_auth_0179,1424,group_49,group_26,group_01
aves_aa_4R_auth_0179,1428,group_49,group_26,group_01
aves_aa_4R_auth_0179,1431,group_49,group_26,group_01
aves_aa_4R_auth_0179,1437,group_49,group_26,group_01
aves_aa_4R_auth_0179,1442,group_49,group_26,group_01
aves_aa_4R_auth_0179,1444,group_50,,group_26
aves_aa_4R_auth_0173,1410,group_49,group_15,group_01
aves_aa_4R_auth_0173,1417,group_49,group_15,group_01
aves_aa_4R_auth_0173,1429,group_49,group_15,group_01
aves_aa_4R_auth_0173,1434,group_49,group_15,group_01
aves_aa_4R_auth_0173,1444,group_50,group_39,group_15
aves_aa_4R_auth_0157,1408,group_49,group_24,group_01
aves_aa_4R_auth_0157,1412,group_49,group_24,group_01
aves_aa_4R_auth_0157,1420,group_49,group_24,group_01
aves_aa_4R_auth_0157,1444,group_49,group_24,group_01
aves_aa_4R_auth_0157,1444,group_50,group_64,group_24
aves_aa_4R_auth_0152,1408,group_49,group_14,group_01
aves_aa_4R_auth_0152,1412,group_49,group_14,group_01
aves_aa_4R_auth_0152,1422,group_49,group_14,group_01
aves_aa_4R_auth_0152,1429,group_49,group_14,group_01
aves_aa_4R_auth_0152,1442,group_49,group_14,group_01
aves_aa_4R_auth_0152,1446,group_49,group_14,group_01
aves_aa_4R_auth_0152,1444,group_50,,group_14
aves_aa_4R_auth_0141,1406,group_49,group_16,group_01
aves_aa_4R_auth_0141,1412,group_49,group_16,group_01
aves_aa_4R_auth_0141,1421,group_49,group_16,group_01
aves_aa_4R_auth_0141,1444,group_50,,group_16
aves_aa_4R_auth_0136,1406,group_49,group_08,group_01
aves_aa_4R_auth_0136,1409,group_49,group_08,group_01
aves_aa_4R_auth_0136,1412,group_49,group_08,group_01
aves_aa_4R_auth_0136,1418,group_49,group_08,group_01
aves_aa_4R_auth_0136,1423,group_48,,group_01
aves_aa_4R_auth_0136,1424,group_49,group_08,group_01
aves_aa_4R_auth_0136,1426,group_49,group_08,group_01
aves_aa_4R_auth_0136,1428,group_49,group_08,group_01
aves_aa_4R_auth_0136,1430,group_48,,group_01
aves_aa_4R_auth_0136,1434,group_49,group_08,group_01
aves_aa_4R_auth_0136,1437,group_49,group_08,group_01
aves_aa_4R_auth_0136,1439,group_49,group_08,group_01
aves_aa_4R_auth_0136,1440,group_48,,group_01
aves_aa_4R_auth_0136,1442,group_49,group_08,group_01
aves_aa_4R_auth_0136,1444,group_49,group_08,group_01
aves_aa_4R_auth_0136,1446,group_48,,group_01
aves_aa_4R_auth_0136,1444,group_50,,group_08
aves_aa_4R_auth_0134,1406,group_49,group_05,group_01
aves_aa_4R_auth_0134,1410,group_49,group_05,group_01
aves_aa_4R_auth_0134,1431,group_49,group_05,group_01
aves_aa_4R_auth_0134,1444,group_50,group_44,group_05
aves_aa_4R_auth_0130,1405,group_49,group_23,group_01
aves_aa_4R_auth_0130,1408,group_49,group_23,group_01
aves_aa_4R_auth_0130,1412,group_49,group_23,group_01
aves_aa_4R_auth_0130,1421,group_49,group_23,group_01
aves_aa_4R_auth_0130,1426,group_49,group_23,group_01
aves_aa_4R_auth_0130,1435,group_49,group_23,group_01
aves_aa_4R_auth_0130,1444,group_49,group_23,group_01
aves_aa_4R_auth_0130,1444,group_50,group_45,group_23
aves_aa_4R_auth_0112,1404,group_49,group_19,group_01
aves_aa_4R_auth_0112,1410,group_49,group_19,group_01
aves_aa_4R_auth_0112,1414,group_49,group_19,group_01
aves_aa_4R_auth_0112,1417,group_49,group_19,group_01
aves_aa_4R_auth_0112,1420,group_49,group_19,group_01
aves_aa_4R_auth_0112,1423,group_49,group_19,group_01
aves_aa_4R_auth_0112,1431,group_49,group_19,group_01
aves_aa_4R_auth_0112,1434,group_49,group_19,group_01
aves_aa_4R_auth_0112,1444,group_50,,group_19
aves_aa_4R_auth_0081,1403,group_49,group_06,group_01
aves_aa_4R_auth_0081,1410,group_49,group_06,group_01
aves_aa_4R_auth_0081,1413,group_49,group_06,group_01
aves_aa_4R_auth_0081,1422,group_49,group_06,group_01
aves_aa_4R_auth_0081,1424,group_48,,group_01
aves_aa_4R_auth_0081,1425,group_49,group_06,group_01
aves_aa_4R_auth_0081,1427,group_49,group_06,group_01
aves_aa_4R_auth_0081,1429,group_49,group_06,group_01
aves_aa_4R_auth_0081,1431,group_49,group_06,group_01
aves_aa_4R_auth_0081,1433,group_49,group_06,group_01
aves_aa_4R_auth_0081,1434,group_48,,group_01
aves_aa_4R_auth_0081,1436,group_49,group_06,group_01
aves_aa_4R_auth_0081,1438,group_49,group_06,group_01
aves_aa_4R_auth_0081,1440,group_49,group_06,group_01
aves_aa_4R_auth_0081,1441,group_48,,group_01
aves_aa_4R_auth_0081,1443,group_49,group_06,group_01
aves_aa_4R_auth_0081,1445,group_49,group_06,group_01
aves_aa_4R_auth_0081,1447,group_49,group_06,group_01
aves_aa_4R_auth_0081,1444,group_50,,group_06
aves_aa_4R_auth_0075,1402,group_49,group_27,group_01
aves_aa_4R_auth_0075,1409,group_49,group_27,group_01
aves_aa_4R_auth_0075,1412,group_49,group_27,group_01
aves_aa_4R_auth_0075,1422,group_49,group_27,group_01
aves_aa_4R_auth_0075,1434,group_49,group_27,group_01
aves_aa_4R_auth_0075,1444,group_50,,group_27
