id,page,column,line,date,rank,quote,source,authority,role,represents,represents_in,title,honorific,is_member
aves_aa_4R_1479_0026,210,1,26,1479,25,Hans Odratzheim,doc_01,aves_aa_4R_auth_0731,group_49,group_27,group_01,,,
aves_aa_4R_1479_0027,210,1,27,1479,26,Heinrich Mùller,doc_01,aves_aa_4R_auth_0823,group_49,group_14,group_01,,,
aves_aa_4R_1479_0028,210,1,28,1479,27,Hans Wehel,doc_01,aves_aa_4R_auth_0824,group_49,group_13,group_01,,,
aves_aa_4R_1479_0029,210,1,29,1479,28,Peter Wachenheimer,doc_01,aves_aa_4R_auth_0816,group_49,group_24,group_01,,,
aves_aa_4R_1479_0030,210,1,30,1479,29,Erhart Gisebreht,doc_01,aves_aa_4R_auth_0825,group_49,group_19,group_01,,,
aves_aa_4R_1479_0031,210,1,31,1479,30,Hans Bùlle,doc_01,aves_aa_4R_auth_0826,group_49,group_23,group_01,,,
aves_aa_4R_1479_0032,210,1,32,1479,31,Hans Claus,doc_01,aves_aa_4R_auth_0552,group_49,group_28,group_01,,,
aves_aa_4R_1479_0033,210,1,33,1479,32,Hans Rorbosch,doc_01,aves_aa_4R_auth_0827,group_49,group_22,group_01,,,
aves_aa_4R_1479_0034,210,1,34,1479,33,Conrat von Wile,doc_01,aves_aa_4R_auth_0828,group_49,group_26,group_01,,,
aves_aa_4R_1479_0035,210,1,35,1479,34,Kuͦrin Selig,doc_01,aves_aa_4R_auth_0818,group_49,group_29,group_01,,,
aves_aa_4R_1479_0036,210,1,36,1479,35,Peter von Morsmùnster,doc_01,aves_aa_4R_auth_0829,group_49,group_17,group_01,,,
aves_aa_4R_1479_0037,210,1,37,1479,36,Conrat Scholle,doc_01,aves_aa_4R_auth_0819,group_49,group_12,group_01,,,
aves_aa_4R_1480_0005,211,1,5,1480,4,her Hans von Berse der ammeister,doc_01,aves_aa_4R_auth_0754,group_48,,group_01,group_51,,
aves_aa_4R_1480_0014,211,1,14,1480,13,Hans Berlin,doc_01,aves_aa_4R_auth_0780,group_49,group_15,group_01,,,
aves_aa_4R_1480_0015,211,1,15,1480,14,Hanserhart von Rotwil,doc_01,aves_aa_4R_auth_0820,group_49,group_05,group_01,,,
aves_aa_4R_1480_0016,211,1,16,1480,15,Marx Kerling,doc_01,aves_aa_4R_auth_0755,group_49,group_07,group_01,,,
aves_aa_4R_1480_0017,211,1,17,1480,16,Adam Mesener,doc_01,aves_aa_4R_auth_0720,group_49,group_11,group_01,,,
aves_aa_4R_1480_0018,211,1,18,1480,17,Götz von Hohemburg,doc_01,aves_aa_4R_auth_0821,group_49,group_09,group_01,,,
aves_aa_4R_1480_0019,211,1,19,1480,18,her Peter Schott altammeister,doc_01,aves_aa_4R_auth_0736,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1480_0020,211,1,20,1480,19,Heinrich Mëdinger,doc_01,aves_aa_4R_auth_0730,group_49,group_25,group_01,,,
aves_aa_4R_1480_0021,211,1,21,1480,20,Hans von Franckfort,doc_01,aves_aa_4R_auth_0822,group_49,group_20,group_01,,,
aves_aa_4R_1480_0022,211,1,22,1480,21,Hans Waldener,doc_01,aves_aa_4R_auth_0830,group_49,group_06,group_01,,,
aves_aa_4R_1480_0023,211,1,23,1480,22,Hans Slapp,doc_01,aves_aa_4R_auth_0792,group_49,group_16,group_01,,,
aves_aa_4R_1480_0024,211,1,24,1480,23,Anthenÿe Dalheim,doc_01,aves_aa_4R_auth_0831,group_49,group_08,group_01,,,
aves_aa_4R_1480_0025,211,1,25,1480,24,Hans Vendenheim,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1480_0026,211,1,26,1480,25,Hans Bëger,doc_01,aves_aa_4R_auth_0832,group_49,group_27,group_01,,,
aves_aa_4R_1480_0027,211,1,27,1480,26,Heinrich Mùller,doc_01,aves_aa_4R_auth_0823,group_49,group_14,group_01,,,
aves_aa_4R_1480_0028,211,1,28,1480,27,Lienhart Ammeister,doc_01,aves_aa_4R_auth_0783,group_49,group_13,group_01,,,
aves_aa_4R_1480_0029,211,1,29,1480,28,Hans Schëdeler,doc_01,aves_aa_4R_auth_0772,group_49,group_24,group_01,,,
aves_aa_4R_1480_0030,211,1,30,1480,29,Hans Burckart,doc_01,aves_aa_4R_auth_0795,group_49,group_19,group_01,,,
aves_aa_4R_1480_0031,211,1,31,1480,30,Hans Bùlle,doc_01,aves_aa_4R_auth_0826,group_49,group_23,group_01,,,
aves_aa_4R_1480_0032,211,1,32,1480,31,Hans Claus,doc_01,aves_aa_4R_auth_0552,group_49,group_28,group_01,,,
aves_aa_4R_1480_0033,211,1,33,1480,32,Andres Ersamme,doc_01,aves_aa_4R_auth_0759,group_49,group_22,group_01,,,
aves_aa_4R_1480_0034,211,1,34,1480,33,Conrat von Wile,doc_01,aves_aa_4R_auth_0828,group_49,group_26,group_01,,,
aves_aa_4R_1480_0035,211,1,35,1480,34,Heinrich Swencker,doc_01,aves_aa_4R_auth_0833,group_49,group_29,group_01,,,
aves_aa_4R_1480_0036,211,1,36,1480,35,Peter von Morßmùnster,doc_01,aves_aa_4R_auth_0829,group_49,group_17,group_01,,,
aves_aa_4R_1480_0037,211,1,37,1480,36,Gangolff von Morßmùnster,doc_01,aves_aa_4R_auth_0834,group_49,group_12,group_01,,,
aves_aa_4R_1481_0005,211,2,5,1481,4,her Jacob Ammelung der ammeister,doc_01,aves_aa_4R_auth_0719,group_48,,group_01,group_51,,
aves_aa_4R_1481_0014,211,2,14,1481,13,Hans Berlin,doc_01,aves_aa_4R_auth_0780,group_49,group_15,group_01,,,
aves_aa_4R_1481_0015,211,2,15,1481,14,her Conrat Riff altammeister,doc_01,aves_aa_4R_auth_0591,group_49,group_05,group_01,group_51,group_52,
aves_aa_4R_1481_0016,211,2,16,1481,15,Bechtolt Offemburg,doc_01,aves_aa_4R_auth_0769,group_49,group_07,group_01,,,
aves_aa_4R_1481_0017,211,2,18,1481,16,Walther von Rore,doc_01,aves_aa_4R_auth_0732,group_49,group_11,group_01,,,
aves_aa_4R_1481_0018,211,2,19,1481,17,Conrat Armbruster,doc_01,aves_aa_4R_auth_0813,group_49,group_09,group_01,,,
aves_aa_4R_1481_0019,211,2,20,1481,18,Sifrit Bietenheim,doc_01,aves_aa_4R_auth_0765,group_49,group_21,group_01,,,
aves_aa_4R_1481_0020,211,2,21,1481,19,Hans Herbst,doc_01,aves_aa_4R_auth_0692,group_49,group_25,group_01,,,
aves_aa_4R_1481_0021,211,2,23,1481,20,Andres Hapmacher,doc_01,aves_aa_4R_auth_0835,group_49,group_20,group_01,,,
aves_aa_4R_1481_0022,211,2,25,1481,21,Hans Waldener,doc_01,aves_aa_4R_auth_0830,group_49,group_06,group_01,,,
aves_aa_4R_1481_0023,211,2,26,1481,22,Hans Meiger,doc_01,aves_aa_4R_auth_0734,group_49,group_16,group_01,,,
aves_aa_4R_1481_0024,211,2,27,1481,23,Anthonÿe Dalheim,doc_01,aves_aa_4R_auth_0831,group_49,group_08,group_01,,,
aves_aa_4R_1481_0025,211,2,28,1481,24,Hans Vendenheim zwùscher brucken,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1481_0026,211,2,27,1481,25,Hans Beger,doc_01,aves_aa_4R_auth_0832,group_49,group_27,group_01,,,
aves_aa_4R_1481_0027,211,2,28,1481,26,Bechtolt Vogelsberg,doc_01,aves_aa_4R_auth_0801,group_49,group_14,group_01,,,
aves_aa_4R_1481_0028,211,2,29,1481,27,Lienhart Ammeister,doc_01,aves_aa_4R_auth_0783,group_49,group_13,group_01,,,
aves_aa_4R_1481_0029,211,2,30,1481,28,Hans Schedeler,doc_01,aves_aa_4R_auth_0772,group_49,group_24,group_01,,,
aves_aa_4R_1481_0030,211,2,31,1481,29,Hans Burckart,doc_01,aves_aa_4R_auth_0795,group_49,group_19,group_01,,,
aves_aa_4R_1481_0031,211,2,32,1481,30,Wirich Burggrafe,doc_01,aves_aa_4R_auth_0836,group_49,group_23,group_01,,,
aves_aa_4R_1481_0032,211,2,33,1481,31,Marx Rebestock,doc_01,aves_aa_4R_auth_0837,group_49,group_28,group_01,,,
aves_aa_4R_1481_0033,211,2,35,1481,32,Andres Ersamme,doc_01,aves_aa_4R_auth_0759,group_49,group_22,group_01,,,
aves_aa_4R_1481_0034,211,2,36,1481,33,Hans Mornhinweg,doc_01,aves_aa_4R_auth_0838,group_49,group_26,group_01,,,
aves_aa_4R_1481_0035,211,2,37,1481,34,Heinrich Swencker,doc_01,aves_aa_4R_auth_0833,group_49,group_29,group_01,,,
aves_aa_4R_1481_0036,211,2,39,1481,35,Bernhart Scholl,doc_01,aves_aa_4R_auth_0698,group_49,group_17,group_01,,,
aves_aa_4R_1481_0037,211,2,40,1481,36,Gangolff von Morßmùnster,doc_01,aves_aa_4R_auth_0834,group_49,group_12,group_01,,,
aves_aa_4R_1482_0004,212,1,4,1482,3,her Peter Schott der ammeister,doc_01,aves_aa_4R_auth_0736,group_48,,group_01,group_51,,
aves_aa_4R_1482_0013,212,1,13,1482,12,Götz von Hohenburg,doc_01,aves_aa_4R_auth_0839,group_49,group_15,group_01,,,
aves_aa_4R_1482_0014,212,1,14,1482,13,her Conrat Riffe altameister,doc_01,aves_aa_4R_auth_0591,group_49,group_05,group_01,group_51,group_52,
aves_aa_4R_1482_0015,212,1,15,1482,14,her Marx Kerling,doc_01,aves_aa_4R_auth_0755,group_49,group_07,group_01,group_51,,
aves_aa_4R_1482_0016,212,1,16,1482,15,Walther von Rore,doc_01,aves_aa_4R_auth_0732,group_49,group_11,group_01,,,
aves_aa_4R_1482_0017,212,1,17,1482,16,Conrat Armbroster,doc_01,aves_aa_4R_auth_0813,group_49,group_09,group_01,,,
aves_aa_4R_1482_0018,212,1,18,1482,17,Sifrit Bietenheim,doc_01,aves_aa_4R_auth_0765,group_49,group_21,group_01,,,
aves_aa_4R_1482_0019,212,1,19,1482,18,Claus Renner,doc_01,aves_aa_4R_auth_0781,group_49,group_25,group_01,,,
aves_aa_4R_1482_0020,212,1,19,1482,19,Andres Happmacher,doc_01,aves_aa_4R_auth_0835,group_49,group_20,group_01,,,
aves_aa_4R_1482_0021,212,1,21,1482,20,Diebolt Otteman,doc_01,aves_aa_4R_auth_0768,group_49,group_06,group_01,,,
aves_aa_4R_1482_0022,212,1,22,1482,21,Hans Meiger,doc_01,aves_aa_4R_auth_0734,group_49,group_16,group_01,,,
aves_aa_4R_1482_0023,212,1,23,1482,22,Andres Selig,doc_01,aves_aa_4R_auth_0725,group_49,group_08,group_01,,,
aves_aa_4R_1482_0024,212,1,24,1482,23,Hans Vendenheim zwùschent Brucken,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1482_0025,212,1,26,1482,24,Hans von Odratzheim,doc_01,aves_aa_4R_auth_0731,group_49,group_27,group_01,,,
aves_aa_4R_1482_0026,212,1,28,1482,25,Behtolt Vogelsberg,doc_01,aves_aa_4R_auth_0801,group_49,group_14,group_01,,,
aves_aa_4R_1482_0027,212,1,29,1482,26,Rùlin von Druhtersheim,doc_01,aves_aa_4R_auth_0840,group_49,group_13,group_01,,,
aves_aa_4R_1482_0028,212,1,30,1482,27,Jacob Meiger,doc_01,aves_aa_4R_auth_0841,group_49,group_24,group_01,,,
aves_aa_4R_1482_0029,212,1,31,1482,28,Hans Floße,doc_01,aves_aa_4R_auth_0842,group_49,group_19,group_01,,,
aves_aa_4R_1482_0030,212,1,32,1482,29,Wirich Burggrafe,doc_01,aves_aa_4R_auth_0836,group_49,group_23,group_01,,,
aves_aa_4R_1482_0031,212,1,34,1482,30,Marx Rebestock,doc_01,aves_aa_4R_auth_0837,group_49,group_28,group_01,,,
aves_aa_4R_1482_0032,212,1,35,1482,31,Andres Trense,doc_01,aves_aa_4R_auth_0843,group_49,group_22,group_01,,,
aves_aa_4R_1482_0033,212,1,36,1482,32,Hans Mornhinweg,doc_01,aves_aa_4R_auth_0838,group_49,group_26,group_01,,,
aves_aa_4R_1482_0034,212,1,37,1482,33,Lorentz von Gemar,doc_01,aves_aa_4R_auth_0774,group_49,group_29,group_01,,,
aves_aa_4R_1482_0035,212,1,39,1482,34,Bernhart Scholle,doc_01,aves_aa_4R_auth_0698,group_49,group_17,group_01,,,
aves_aa_4R_1482_0036,212,1,40,1482,35,Hans Leytgast,doc_01,aves_aa_4R_auth_0704,group_49,group_12,group_01,,,
aves_aa_4R_1483_0005,212,2,5,1483,4,her Mattern Trachenfeils der ammeister,doc_01,aves_aa_4R_auth_0773,group_48,,group_01,group_51,,
aves_aa_4R_1483_0012,212,2,12,1483,11,Götze von Hohenburg,doc_01,aves_aa_4R_auth_0839,group_49,group_15,group_01,,,
aves_aa_4R_1483_0013,212,2,13,1483,12,Hanserhart von Rotwil,doc_01,aves_aa_4R_auth_0820,group_49,group_05,group_01,,,
aves_aa_4R_1483_0014,212,2,14,1483,13,her Marx Kerling,doc_01,aves_aa_4R_auth_0755,group_49,group_07,group_01,group_51,,
aves_aa_4R_1483_0015,212,2,15,1483,14,Conrat von Duntzenheim,doc_01,aves_aa_4R_auth_0844,group_49,group_11,group_01,,,
aves_aa_4R_1483_0016,212,2,16,1483,15,Obreht Armbruster,doc_01,aves_aa_4R_auth_0845,group_49,group_09,group_01,,,
aves_aa_4R_1483_0017,212,2,17,1483,16,Claus Brune,doc_01,aves_aa_4R_auth_0807,group_49,group_21,group_01,,,
aves_aa_4R_1483_0018,212,2,18,1483,17,Claus Renner,doc_01,aves_aa_4R_auth_0781,group_49,group_25,group_01,,,
aves_aa_4R_1483_0019,212,2,20,1483,18,Heinrich Pfarrer,doc_01,aves_aa_4R_auth_0846,group_49,group_20,group_01,,,
aves_aa_4R_1483_0020,212,2,21,1483,19,Diebolt Otteman,doc_01,aves_aa_4R_auth_0768,group_49,group_06,group_01,,,
aves_aa_4R_1483_0021,212,2,22,1483,20,Heinrich Schott,doc_01,aves_aa_4R_auth_0808,group_49,group_16,group_01,,,
aves_aa_4R_1483_0022,212,2,23,1483,21,Andres Selig,doc_01,aves_aa_4R_auth_0725,group_49,group_08,group_01,,,
aves_aa_4R_1483_0023,212,2,24,1483,22,Lorentz Vendenheim,doc_01,aves_aa_4R_auth_0847,group_49,group_10,group_01,,,
aves_aa_4R_1483_0024,212,2,25,1483,23,Hans von Odratzheim,doc_01,aves_aa_4R_auth_0731,group_49,group_27,group_01,,,
aves_aa_4R_1483_0025,212,2,27,1483,24,Matheus Esselinger,doc_01,aves_aa_4R_auth_0848,group_49,group_14,group_01,,,
aves_aa_4R_1483_0026,212,2,28,1483,25,Rülin von Truchterßheim,doc_01,aves_aa_4R_auth_0840,group_49,group_13,group_01,,,
aves_aa_4R_1483_0027,212,2,29,1483,26,Hans Flösse,doc_01,aves_aa_4R_auth_0842,group_49,group_19,group_01,,,
aves_aa_4R_1483_0028,212,2,30,1483,27,Claus Ülrich,doc_01,aves_aa_4R_auth_0849,group_49,group_23,group_01,,,
aves_aa_4R_1483_0029,212,2,31,1483,28,Hans Düheler,doc_01,aves_aa_4R_auth_0811,group_49,group_28,group_01,,,
aves_aa_4R_1483_0030,212,2,33,1483,29,Andres Trense,doc_01,aves_aa_4R_auth_0843,group_49,group_22,group_01,,,
aves_aa_4R_1483_0031,212,2,34,1483,30,Hans Leytgast,doc_01,aves_aa_4R_auth_0704,group_49,group_12,group_01,,,
aves_aa_4R_1484_0005,213,1,5,1484,4,her Conrat von Duntzenheim der ammeister,doc_01,aves_aa_4R_auth_0844,group_48,,group_01,group_51,,
aves_aa_4R_1484_0012,213,1,12,1484,11,Hans Jörger,doc_01,aves_aa_4R_auth_0850,group_49,group_15,group_01,,,
aves_aa_4R_1484_0013,213,1,13,1484,12,Hans Erhart von Rotwil,doc_01,aves_aa_4R_auth_0820,group_49,group_05,group_01,,,
aves_aa_4R_1484_0014,213,1,14,1484,13,Jacob Wisebach,doc_01,aves_aa_4R_auth_0851,group_49,group_07,group_01,,,
aves_aa_4R_1484_0015,213,1,15,1484,14,Conrat Armbroster,doc_01,aves_aa_4R_auth_0852,group_49,group_11,group_01,,,
aves_aa_4R_1484_0016,213,1,17,1484,15,Obreht Armbroster,doc_01,aves_aa_4R_auth_0845,group_49,group_09,group_01,,,
aves_aa_4R_1484_0017,213,1,18,1484,16,Claus Brune,doc_01,aves_aa_4R_auth_0807,group_49,group_21,group_01,,,
aves_aa_4R_1484_0018,213,1,19,1484,17,Lienhart Trachenfeils,doc_01,aves_aa_4R_auth_0853,group_49,group_25,group_01,,,
aves_aa_4R_1484_0019,213,1,21,1484,18,Heinrich Pfarrer,doc_01,aves_aa_4R_auth_0846,group_49,group_20,group_01,,,
aves_aa_4R_1484_0020,213,1,22,1484,19,Hans Waldener,doc_01,aves_aa_4R_auth_0830,group_49,group_06,group_01,,,
aves_aa_4R_1484_0021,213,1,23,1484,20,Heinrich Schott,doc_01,aves_aa_4R_auth_0808,group_49,group_16,group_01,,,
aves_aa_4R_1484_0022,213,1,24,1484,21,Jacob Amelung altammeister,doc_01,aves_aa_4R_auth_0719,group_49,group_08,group_01,,group_52,
aves_aa_4R_1484_0023,213,1,25,1484,22,Lorentz Vendenheim,doc_01,aves_aa_4R_auth_0847,group_49,group_10,group_01,,,
aves_aa_4R_1484_0024,213,1,26,1484,23,Conrat Storck,doc_01,aves_aa_4R_auth_0854,group_49,group_27,group_01,,,
aves_aa_4R_1484_0025,213,1,28,1484,24,Matheus Esselinger,doc_01,aves_aa_4R_auth_0848,group_49,group_14,group_01,,,
aves_aa_4R_1484_0026,213,1,29,1484,25,Hans Wurtemberg,doc_01,aves_aa_4R_auth_0855,group_49,group_13,group_01,,,
aves_aa_4R_1484_0027,213,1,30,1484,26,Claus Weỳdelich,doc_01,aves_aa_4R_auth_0727,group_49,group_19,group_01,,,
aves_aa_4R_1484_0028,213,1,31,1484,27,Claus Ulrich,doc_01,aves_aa_4R_auth_0849,group_49,group_23,group_01,,,
aves_aa_4R_1484_0029,213,1,33,1484,28,Hans Düheler,doc_01,aves_aa_4R_auth_0811,group_49,group_28,group_01,,,
aves_aa_4R_1484_0030,213,1,34,1484,29,Claus Ersamme,doc_01,aves_aa_4R_auth_0804,group_49,group_22,group_01,,,
aves_aa_4R_1484_0031,213,1,35,1484,30,Conrat Valwehenne,doc_01,aves_aa_4R_auth_0856,group_49,group_12,group_01,,,
aves_aa_4R_1485_0005,213,2,5,1485,4,her Conrat Rỳffe der ammeister,doc_01,aves_aa_4R_auth_0591,group_48,,group_01,group_51,,
aves_aa_4R_1485_0012,213,2,12,1485,11,Hans Jörger,doc_01,aves_aa_4R_auth_0850,group_49,group_15,group_01,,,
aves_aa_4R_1485_0013,213,2,13,1485,12,Jacob Müge,doc_01,aves_aa_4R_auth_0787,group_49,group_05,group_01,,,
aves_aa_4R_1485_0014,213,2,14,1485,13,Jacob Wisebach,doc_01,aves_aa_4R_auth_0851,group_49,group_07,group_01,,,
aves_aa_4R_1485_0015,213,2,15,1485,14,Hans Meyger,doc_01,aves_aa_4R_auth_0857,group_49,group_11,group_01,,,
aves_aa_4R_1485_0016,213,2,16,1485,15,Peter Renner,doc_01,aves_aa_4R_auth_0858,group_49,group_09,group_01,,,
aves_aa_4R_1485_0017,213,2,17,1485,16,her Peter Schott altammeister,doc_01,aves_aa_4R_auth_0736,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1485_0018,213,2,18,1485,17,Lienhart Trachenfeils,doc_01,aves_aa_4R_auth_0853,group_49,group_25,group_01,,,
aves_aa_4R_1485_0019,213,2,20,1485,18,Andres Hapmacher,doc_01,aves_aa_4R_auth_0835,group_49,group_20,group_01,,,
aves_aa_4R_1485_0020,213,2,21,1485,19,Hans Waldener,doc_01,aves_aa_4R_auth_0830,group_49,group_06,group_01,,,
aves_aa_4R_1485_0021,213,2,22,1485,20,Claus Pfutzer,doc_01,aves_aa_4R_auth_0859,group_49,group_16,group_01,,,
aves_aa_4R_1485_0022,213,2,23,1485,21,Jacob Amlung altammeister,doc_01,aves_aa_4R_auth_0719,group_49,group_08,group_01,,group_52,
aves_aa_4R_1485_0023,213,2,24,1485,22,Hans Vendenheim,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1485_0024,213,2,25,1485,23,Conrat Storck,doc_01,aves_aa_4R_auth_0854,group_49,group_27,group_01,,,
aves_aa_4R_1485_0025,213,2,26,1485,24,Peter Hug,doc_01,aves_aa_4R_auth_0860,group_49,group_14,group_01,,,
aves_aa_4R_1485_0026,213,2,27,1485,25,Hans Wurtemberg,doc_01,aves_aa_4R_auth_0855,group_49,group_13,group_01,,,
aves_aa_4R_1485_0027,213,2,28,1485,26,Claus Weỳdelich,doc_01,aves_aa_4R_auth_0727,group_49,group_19,group_01,,,
aves_aa_4R_1485_0028,213,2,29,1485,27,Hans Bùlle,doc_01,aves_aa_4R_auth_0826,group_49,group_23,group_01,,,
aves_aa_4R_1485_0029,213,2,31,1485,28,Hans Claus,doc_01,aves_aa_4R_auth_0552,group_49,group_28,group_01,,,
aves_aa_4R_1485_0030,213,2,32,1485,29,Claus Ersame,doc_01,aves_aa_4R_auth_0804,group_49,group_22,group_01,,,
aves_aa_4R_1485_0031,213,2,33,1485,30,Conrat Valwehenne,doc_01,aves_aa_4R_auth_0856,group_49,group_12,group_01,,,
aves_aa_4R_1486_0005,214,1,5,1486,4,her Marx Kerling der ammeister,doc_01,aves_aa_4R_auth_0755,group_48,,group_01,group_51,,
aves_aa_4R_1486_0012,214,1,13,1486,11,Blesin Dolde,doc_01,aves_aa_4R_auth_0861,group_49,group_15,group_01,,,
aves_aa_4R_1486_0013,214,1,14,1486,12,Jacob Müge,doc_01,aves_aa_4R_auth_0787,group_49,group_05,group_01,,,
aves_aa_4R_1486_0014,214,1,15,1486,13,Claus Behtolt,doc_01,aves_aa_4R_auth_0862,group_49,group_07,group_01,,,
aves_aa_4R_1486_0015,214,1,16,1486,14,Hans Meÿger,doc_01,aves_aa_4R_auth_0857,group_49,group_11,group_01,,,
aves_aa_4R_1486_0016,214,1,17,1486,15,Peter Renner,doc_01,aves_aa_4R_auth_0858,group_49,group_09,group_01,,,
aves_aa_4R_1486_0017,214,1,18,1486,16,her Peter Schott altammeister,doc_01,aves_aa_4R_auth_0736,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1486_0018,214,1,19,1486,17,her Matern Trachenfelß,doc_01,aves_aa_4R_auth_0773,group_49,group_25,group_01,group_51,,
aves_aa_4R_1486_0019,214,1,20,1486,18,Andres Happmacher,doc_01,aves_aa_4R_auth_0835,group_49,group_20,group_01,,,
aves_aa_4R_1486_0020,214,1,22,1486,19,Hans Gùnther,doc_01,aves_aa_4R_auth_0747,group_49,group_06,group_01,,,
aves_aa_4R_1486_0021,214,1,23,1486,20,Claus Pfùtzer,doc_01,aves_aa_4R_auth_0859,group_49,group_16,group_01,,,
aves_aa_4R_1486_0022,214,1,24,1486,21,Claus Vetter,doc_01,aves_aa_4R_auth_0863,group_49,group_08,group_01,,,
aves_aa_4R_1486_0023,214,1,25,1486,22,Hans Vendenheym,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1486_0024,214,1,26,1486,23,Hans Rörich,doc_01,aves_aa_4R_auth_0864,group_49,group_27,group_01,,,
aves_aa_4R_1486_0025,214,1,27,1486,24,Peter Hug,doc_01,aves_aa_4R_auth_0860,group_49,group_14,group_01,,,
aves_aa_4R_1486_0026,214,1,28,1486,25,Hans von Dachstein,doc_01,aves_aa_4R_auth_0865,group_49,group_13,group_01,,,
aves_aa_4R_1486_0027,214,1,29,1486,26,Erhart Gisebreht,doc_01,aves_aa_4R_auth_0825,group_49,group_19,group_01,,,
aves_aa_4R_1486_0028,214,1,30,1486,27,Hans Bùlle,doc_01,aves_aa_4R_auth_0826,group_49,group_23,group_01,,,
aves_aa_4R_1486_0029,214,1,31,1486,28,Hans Claus,doc_01,aves_aa_4R_auth_0552,group_49,group_28,group_01,,,
aves_aa_4R_1486_0030,214,1,32,1486,29,Hans Rorbosch,doc_01,aves_aa_4R_auth_0827,group_49,group_22,group_01,,,
aves_aa_4R_1486_0031,214,1,33,1486,30,Claus Lötschel,doc_01,aves_aa_4R_auth_0866,group_49,group_12,group_01,,,
aves_aa_4R_1487_0005,214,2,5,1487,4,her Jacob Ammelung der ammeister,doc_01,aves_aa_4R_auth_0719,group_48,,group_01,group_51,,
aves_aa_4R_1487_0012,214,2,12,1487,11,Blesin Dolde,doc_01,aves_aa_4R_auth_0861,group_49,group_15,group_01,,,
aves_aa_4R_1487_0013,214,2,13,1487,12,Hans Erhart von Rotwil,doc_01,aves_aa_4R_auth_0820,group_49,group_05,group_01,,,
aves_aa_4R_1487_0014,214,2,14,1487,13,Claus Behtolt,doc_01,aves_aa_4R_auth_0862,group_49,group_07,group_01,,,
aves_aa_4R_1487_0015,214,2,15,1487,14,Adam Mesener,doc_01,aves_aa_4R_auth_0720,group_49,group_11,group_01,,,
aves_aa_4R_1487_0016,214,2,16,1487,15,Obreht Armbroster,doc_01,aves_aa_4R_auth_0845,group_49,group_09,group_01,,,
aves_aa_4R_1487_0017,214,2,17,1487,16,Claus Jorger,doc_01,aves_aa_4R_auth_0867,group_49,group_21,group_01,,,
aves_aa_4R_1487_0018,214,2,18,1487,17,her Matern Trachenfelß,doc_01,aves_aa_4R_auth_0773,group_49,group_25,group_01,group_51,,
aves_aa_4R_1487_0019,214,2,19,1487,18,Steffan Rotschilt,doc_01,aves_aa_4R_auth_0868,group_49,group_20,group_01,,,
aves_aa_4R_1487_0020,214,2,21,1487,19,Hans Gùnther,doc_01,aves_aa_4R_auth_0747,group_49,group_06,group_01,,,
aves_aa_4R_1487_0021,214,2,22,1487,20,Arbgast Burnherre,doc_01,aves_aa_4R_auth_0869,group_49,group_16,group_01,,,
aves_aa_4R_1487_0022,214,2,23,1487,21,Claus Vetter,doc_01,aves_aa_4R_auth_0863,group_49,group_08,group_01,,,
aves_aa_4R_1487_0023,214,2,24,1487,22,Oberlin von Bùre,doc_01,aves_aa_4R_auth_0809,group_49,group_10,group_01,,,
aves_aa_4R_1487_0024,214,2,24,1487,23,Hans Rörich,doc_01,aves_aa_4R_auth_0864,group_49,group_27,group_01,,,
aves_aa_4R_1487_0025,214,2,26,1487,24,Behtolt Vogelsberg,doc_01,aves_aa_4R_auth_0801,group_49,group_14,group_01,,,
aves_aa_4R_1487_0026,214,2,27,1487,25,Hans von Dachstein,doc_01,aves_aa_4R_auth_0865,group_49,group_13,group_01,,,
aves_aa_4R_1487_0027,214,2,28,1487,26,Erhart Gisebreht,doc_01,aves_aa_4R_auth_0825,group_49,group_19,group_01,,,
aves_aa_4R_1487_0028,214,2,29,1487,27,Diebolt Volck,doc_01,aves_aa_4R_auth_0870,group_49,group_23,group_01,,,
aves_aa_4R_1487_0029,214,2,31,1487,28,Marx Rebestock,doc_01,aves_aa_4R_auth_0837,group_49,group_28,group_01,,,
aves_aa_4R_1487_0030,214,2,32,1487,29,Hans Rorbosch,doc_01,aves_aa_4R_auth_0827,group_49,group_22,group_01,,,
aves_aa_4R_1487_0031,214,2,33,1487,30,Claus Loͤtschel,doc_01,aves_aa_4R_auth_0866,group_49,group_12,group_01,,,
aves_aa_4R_1488_0005,215,1,5,1488,4,her Peter Schott der ammeister,doc_01,aves_aa_4R_auth_0736,group_48,,group_01,group_51,,
aves_aa_4R_1488_0012,215,1,12,1488,11,Götz von Hohemburg,doc_01,aves_aa_4R_auth_0839,group_49,group_15,group_01,,,
aves_aa_4R_1488_0013,215,1,13,1488,12,Hans Erhart von Rotwil,doc_01,aves_aa_4R_auth_0820,group_49,group_05,group_01,,,
